+-----+----------+-------------------+-----------------------------------------------------------------------------------------------+---------------+----+---------+---------------------------------------------------------------------------------------------------------------------+-----------+----------------+--------+-------------+
| AUC | AUC_best |      Accuracy     |                                         Accuracy_best                                         |   Estimator   | F1 | F1_best |                                                       Feature                                                       | Precision | Precision_best | Recall | Recall_best |
|  0  |    0     |   0.693908045977  |                 {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 | decision_tree | 0  |    0    |                                           chest_pain : cholesterol : thal                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.69367816092   |        {'max_features': None, 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 1}        | random_forest | 0  |    0    |                                           chest_pain : cholesterol : thal                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.261804645563  |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                    chest_pain : max_hr : exercise_induced_angina                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.703793103448  |   {'n_neighbors': 40, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'brute', 'p': 2}   |      knn      | 0  |    0    |                                    chest_pain : max_hr : exercise_induced_angina                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.737011494253  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                    chest_pain : max_hr : exercise_induced_angina                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.723563218391  |                                               {}                                              |    gaussian   | 0  |    0    |                                    chest_pain : max_hr : exercise_induced_angina                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.730344827586  |        {'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}       |      svc      | 0  |    0    |                                    chest_pain : max_hr : exercise_induced_angina                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.640114942529  |                {'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_depth': 10}                | decision_tree | 0  |    0    |                                    chest_pain : max_hr : exercise_induced_angina                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.680344827586  |        {'max_features': None, 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 10}       | random_forest | 0  |    0    |                                    chest_pain : max_hr : exercise_induced_angina                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.297460477594  |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                         chest_pain : max_hr : st_depression                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.730459770115  |  {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                         chest_pain : max_hr : st_depression                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.757586206897  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                         chest_pain : max_hr : st_depression                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.774252873563  |                                               {}                                              |    gaussian   | 0  |    0    |                                         chest_pain : max_hr : st_depression                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.747471264368  |          {'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}         |      svc      | 0  |    0    |                                         chest_pain : max_hr : st_depression                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.666781609195  |                  {'max_features': None, 'max_leaf_nodes': 5, 'max_depth': 1}                  | decision_tree | 0  |    0    |                                         chest_pain : max_hr : st_depression                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.730459770115  |       {'max_features': 'log2', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 10}      | random_forest | 0  |    0    |                                         chest_pain : max_hr : st_depression                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.329278003263  |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                       chest_pain : max_hr : num_major_vessels                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.787816091954  |    {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'brute', 'p': 2}   |      knn      | 0  |    0    |                                       chest_pain : max_hr : num_major_vessels                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.787586206897  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                       chest_pain : max_hr : num_major_vessels                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.777701149425  |                                               {}                                              |    gaussian   | 0  |    0    |                                       chest_pain : max_hr : num_major_vessels                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.787816091954  |          {'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}         |      svc      | 0  |    0    |                                       chest_pain : max_hr : num_major_vessels                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.676781609195  |                  {'max_features': None, 'max_leaf_nodes': 5, 'max_depth': 5}                  | decision_tree | 0  |    0    |                                       chest_pain : max_hr : num_major_vessels                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.727356321839  |       {'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 30}       | random_forest | 0  |    0    |                                       chest_pain : max_hr : num_major_vessels                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.375409136769  |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                              chest_pain : max_hr : thal                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.764367816092  |  {'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                              chest_pain : max_hr : thal                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.801494252874  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                              chest_pain : max_hr : thal                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.791264367816  |                                               {}                                              |    gaussian   | 0  |    0    |                                              chest_pain : max_hr : thal                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.801494252874  |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                              chest_pain : max_hr : thal                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.700229885057  |                  {'max_features': None, 'max_leaf_nodes': 5, 'max_depth': 5}                  | decision_tree | 0  |    0    |                                              chest_pain : max_hr : thal                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.720459770115  |        {'max_features': None, 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 25}        | random_forest | 0  |    0    |                                              chest_pain : max_hr : thal                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.296406545999  |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                 chest_pain : exercise_induced_angina : st_depression                                |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.771034482759  |  {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                 chest_pain : exercise_induced_angina : st_depression                                |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.770689655172  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                 chest_pain : exercise_induced_angina : st_depression                                |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.764022988506  |                                               {}                                              |    gaussian   | 0  |    0    |                                 chest_pain : exercise_induced_angina : st_depression                                |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.764022988506  |          {'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}         |      svc      | 0  |    0    |                                 chest_pain : exercise_induced_angina : st_depression                                |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.704022988506  |                 {'max_features': 'log2', 'max_leaf_nodes': 5, 'max_depth': 1}                 | decision_tree | 0  |    0    |                                 chest_pain : exercise_induced_angina : st_depression                                |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.714022988506  |       {'max_features': 'log2', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 10}       | random_forest | 0  |    0    |                                 chest_pain : exercise_induced_angina : st_depression                                |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.344055257181  |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                               chest_pain : exercise_induced_angina : num_major_vessels                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.784827586207  | {'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 40, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                               chest_pain : exercise_induced_angina : num_major_vessels                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.787816091954  |                              {'penalty': 'l1', 'solver': 'lbfgs'}                             |    logistic   | 0  |    0    |                               chest_pain : exercise_induced_angina : num_major_vessels                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.774367816092  |                                               {}                                              |    gaussian   | 0  |    0    |                               chest_pain : exercise_induced_angina : num_major_vessels                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.791379310345  |         {'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}         |      svc      | 0  |    0    |                               chest_pain : exercise_induced_angina : num_major_vessels                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.79816091954   |                 {'max_features': 'log2', 'max_leaf_nodes': 15, 'max_depth': 5}                | decision_tree | 0  |    0    |                               chest_pain : exercise_induced_angina : num_major_vessels                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.78816091954   |       {'max_features': 'log2', 'max_leaf_nodes': 25, 'bootstrap': True, 'max_depth': 5}       | random_forest | 0  |    0    |                               chest_pain : exercise_induced_angina : num_major_vessels                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.355434738652  |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                     chest_pain : exercise_induced_angina : thal                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.758275862069  |  {'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                     chest_pain : exercise_induced_angina : thal                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.805057471264  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                     chest_pain : exercise_induced_angina : thal                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.791609195402  |                                               {}                                              |    gaussian   | 0  |    0    |                                     chest_pain : exercise_induced_angina : thal                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.795057471264  |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                     chest_pain : exercise_induced_angina : thal                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.771494252874  |                 {'max_features': 'log2', 'max_leaf_nodes': 5, 'max_depth': 15}                | decision_tree | 0  |    0    |                                     chest_pain : exercise_induced_angina : thal                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.774942528736  |       {'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': False, 'max_depth': 10}      | random_forest | 0  |    0    |                                     chest_pain : exercise_induced_angina : thal                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.344869247437  |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                    chest_pain : st_depression : num_major_vessels                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.771034482759  |  {'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                    chest_pain : st_depression : num_major_vessels                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.794482758621  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                    chest_pain : st_depression : num_major_vessels                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.781149425287  |                                               {}                                              |    gaussian   | 0  |    0    |                                    chest_pain : st_depression : num_major_vessels                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.791149425287  |        {'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.0001, 'probability': True}       |      svc      | 0  |    0    |                                    chest_pain : st_depression : num_major_vessels                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.757701149425  |                {'max_features': 'log2', 'max_leaf_nodes': 15, 'max_depth': 10}                | decision_tree | 0  |    0    |                                    chest_pain : st_depression : num_major_vessels                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.764482758621  |        {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       | random_forest | 0  |    0    |                                    chest_pain : st_depression : num_major_vessels                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.375514250237  |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                          chest_pain : st_depression : thal                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.774367816092  |  {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                          chest_pain : st_depression : thal                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.801149425287  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                          chest_pain : st_depression : thal                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.791264367816  |                                               {}                                              |    gaussian   | 0  |    0    |                                          chest_pain : st_depression : thal                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.777931034483  |          {'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}         |      svc      | 0  |    0    |                                          chest_pain : st_depression : thal                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.727586206897  |                 {'max_features': 'sqrt', 'max_leaf_nodes': 5, 'max_depth': 20}                | decision_tree | 0  |    0    |                                          chest_pain : st_depression : thal                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.710689655172  |       {'max_features': 'log2', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 15}       | random_forest | 0  |    0    |                                          chest_pain : st_depression : thal                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.414389133398  |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                        chest_pain : num_major_vessels : thal                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.804827586207  | {'n_neighbors': 20, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                        chest_pain : num_major_vessels : thal                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.804482758621  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                        chest_pain : num_major_vessels : thal                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.797816091954  |                                               {}                                              |    gaussian   | 0  |    0    |                                        chest_pain : num_major_vessels : thal                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.838045977011  |          {'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}         |      svc      | 0  |    0    |                                        chest_pain : num_major_vessels : thal                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.824712643678  |                 {'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 5}                 | decision_tree | 0  |    0    |                                        chest_pain : num_major_vessels : thal                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.824712643678  |       {'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': False, 'max_depth': 15}      | random_forest | 0  |    0    |                                        chest_pain : num_major_vessels : thal                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.159698437677  |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                          resting_bp : cholesterol : max_hr                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.649655172414  |  {'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                          resting_bp : cholesterol : max_hr                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.707356321839  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                          resting_bp : cholesterol : max_hr                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.686896551724  |                                               {}                                              |    gaussian   | 0  |    0    |                                          resting_bp : cholesterol : max_hr                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.680574712644  |        {'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}       |      svc      | 0  |    0    |                                          resting_bp : cholesterol : max_hr                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.592413793103  |                  {'max_features': None, 'max_leaf_nodes': 2, 'max_depth': 1}                  | decision_tree | 0  |    0    |                                          resting_bp : cholesterol : max_hr                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.616091954023  |        {'max_features': None, 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 20}        | random_forest | 0  |    0    |                                          resting_bp : cholesterol : max_hr                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.154314286317  |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                  resting_bp : cholesterol : exercise_induced_angina                                 |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.663103448276  |  {'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                  resting_bp : cholesterol : exercise_induced_angina                                 |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.707126436782  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                  resting_bp : cholesterol : exercise_induced_angina                                 |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.700344827586  |                                               {}                                              |    gaussian   | 0  |    0    |                                  resting_bp : cholesterol : exercise_induced_angina                                 |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.710459770115  |         {'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}        |      svc      | 0  |    0    |                                  resting_bp : cholesterol : exercise_induced_angina                                 |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.565517241379  |                  {'max_features': None, 'max_leaf_nodes': 2, 'max_depth': 1}                  | decision_tree | 0  |    0    |                                  resting_bp : cholesterol : exercise_induced_angina                                 |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.622643678161  |        {'max_features': 'sqrt', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       | random_forest | 0  |    0    |                                  resting_bp : cholesterol : exercise_induced_angina                                 |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.145178375118  |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                       resting_bp : cholesterol : st_depression                                      |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.652528735632  |  {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                       resting_bp : cholesterol : st_depression                                      |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.677011494253  |                              {'penalty': 'l1', 'solver': 'lbfgs'}                             |    logistic   | 0  |    0    |                                       resting_bp : cholesterol : st_depression                                      |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.68367816092   |                                               {}                                              |    gaussian   | 0  |    0    |                                       resting_bp : cholesterol : st_depression                                      |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.673218390805  |        {'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}       |      svc      | 0  |    0    |                                       resting_bp : cholesterol : st_depression                                      |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.592183908046  |                {'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 25}                | decision_tree | 0  |    0    |                                       resting_bp : cholesterol : st_depression                                      |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.670344827586  |       {'max_features': 'log2', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 20}       | random_forest | 0  |    0    |                                       resting_bp : cholesterol : st_depression                                      |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.187776466041  |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                     resting_bp : cholesterol : num_major_vessels                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.703908045977  |  {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                     resting_bp : cholesterol : num_major_vessels                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.717356321839  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                     resting_bp : cholesterol : num_major_vessels                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.673448275862  |                                               {}                                              |    gaussian   | 0  |    0    |                                     resting_bp : cholesterol : num_major_vessels                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.741034482759  |        {'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}       |      svc      | 0  |    0    |                                     resting_bp : cholesterol : num_major_vessels                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.595632183908  |                 {'max_features': 'auto', 'max_leaf_nodes': 30, 'max_depth': 1}                | decision_tree | 0  |    0    |                                     resting_bp : cholesterol : num_major_vessels                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.656206896552  |       {'max_features': 'auto', 'max_leaf_nodes': 30, 'bootstrap': True, 'max_depth': 1}       | random_forest | 0  |    0    |                                     resting_bp : cholesterol : num_major_vessels                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.246268342205  |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                           resting_bp : cholesterol : thal                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.713563218391  |  {'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                           resting_bp : cholesterol : thal                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.764252873563  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                           resting_bp : cholesterol : thal                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.76091954023   |                                               {}                                              |    gaussian   | 0  |    0    |                                           resting_bp : cholesterol : thal                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.76091954023   |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                           resting_bp : cholesterol : thal                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.64275862069   |                 {'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_depth': 1}                | decision_tree | 0  |    0    |                                           resting_bp : cholesterol : thal                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.662873563218  |        {'max_features': None, 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 30}        | random_forest | 0  |    0    |                                           resting_bp : cholesterol : thal                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.233927462314  |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                    resting_bp : max_hr : exercise_induced_angina                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.666666666667  |  {'n_neighbors': 60, 'weights': 'uniform', 'leaf_size': 40, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                    resting_bp : max_hr : exercise_induced_angina                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.720229885057  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                    resting_bp : max_hr : exercise_induced_angina                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.720344827586  |                                               {}                                              |    gaussian   | 0  |    0    |                                    resting_bp : max_hr : exercise_induced_angina                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.72724137931   |         {'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}        |      svc      | 0  |    0    |                                    resting_bp : max_hr : exercise_induced_angina                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.603218390805  |                {'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_depth': 15}                | decision_tree | 0  |    0    |                                    resting_bp : max_hr : exercise_induced_angina                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.643218390805  |       {'max_features': 'log2', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}       | random_forest | 0  |    0    |                                    resting_bp : max_hr : exercise_induced_angina                                    |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.23915765311   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                         resting_bp : max_hr : st_depression                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |        0.67       |  {'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                         resting_bp : max_hr : st_depression                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.737471264368  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                         resting_bp : max_hr : st_depression                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.737471264368  |                                               {}                                              |    gaussian   | 0  |    0    |                                         resting_bp : max_hr : st_depression                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.713563218391  |        {'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}       |      svc      | 0  |    0    |                                         resting_bp : max_hr : st_depression                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.612528735632  |                 {'max_features': 'sqrt', 'max_leaf_nodes': 5, 'max_depth': 20}                | decision_tree | 0  |    0    |                                         resting_bp : max_hr : st_depression                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.673218390805  |         {'max_features': None, 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 5}        | random_forest | 0  |    0    |                                         resting_bp : max_hr : st_depression                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.288555056072  |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                       resting_bp : max_hr : num_major_vessels                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.724482758621  | {'n_neighbors': 50, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                       resting_bp : max_hr : num_major_vessels                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.761149425287  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                       resting_bp : max_hr : num_major_vessels                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.744482758621  |                                               {}                                              |    gaussian   | 0  |    0    |                                       resting_bp : max_hr : num_major_vessels                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.744597701149  |        {'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}       |      svc      | 0  |    0    |                                       resting_bp : max_hr : num_major_vessels                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.632988505747  |                  {'max_features': None, 'max_leaf_nodes': 5, 'max_depth': 5}                  | decision_tree | 0  |    0    |                                       resting_bp : max_hr : num_major_vessels                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.683563218391  |       {'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': False, 'max_depth': 10}      | random_forest | 0  |    0    |                                       resting_bp : max_hr : num_major_vessels                                       |     0     |       0        |   0    |      0      |
