+-----+----------+--------------------+-----------------------------------------------------------------------------------------------+---------------+----+---------+-----------------------------------------------------------------------------------------------------------------------------+-----------+----------------+--------+-------------+
| AUC | AUC_best |      Accuracy      |                                         Accuracy_best                                         |   Estimator   | F1 | F1_best |                                                           Feature                                                           | Precision | Precision_best | Recall | Recall_best |
|  0  |    0     |   0.645050878816   |        {'max_features': None, 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}        | random_forest | 0  |    0    |                                       tobacco_use : abdominal_adiposity : alcohol_use                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.128617742801   |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                           tobacco_use : abdominal_adiposity : age                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.634181313599   |  {'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                           tobacco_use : abdominal_adiposity : age                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.703376503238   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                           tobacco_use : abdominal_adiposity : age                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.679694727105   |                                               {}                                              |    gaussian   | 0  |    0    |                                           tobacco_use : abdominal_adiposity : age                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.683811285846   |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                           tobacco_use : abdominal_adiposity : age                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.606012950971   |                 {'max_features': 'sqrt', 'max_leaf_nodes': 20, 'max_depth': 1}                | decision_tree | 0  |    0    |                                           tobacco_use : abdominal_adiposity : age                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.658001850139   |       {'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 10}       | random_forest | 0  |    0    |                                           tobacco_use : abdominal_adiposity : age                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.117845677346   |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                            tobacco_use : family_history : type_a                                            |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.642738205365   |  {'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                            tobacco_use : family_history : type_a                                            |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.699213691027   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                            tobacco_use : family_history : type_a                                            |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.690518038853   |                                               {}                                              |    gaussian   | 0  |    0    |                                            tobacco_use : family_history : type_a                                            |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.68829787234    |        {'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}        |      svc      | 0  |    0    |                                            tobacco_use : family_history : type_a                                            |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.619010175763   |                 {'max_features': 'sqrt', 'max_leaf_nodes': 5, 'max_depth': 30}                | decision_tree | 0  |    0    |                                            tobacco_use : family_history : type_a                                            |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.632192414431   |       {'max_features': 'log2', 'max_leaf_nodes': 5, 'bootstrap': False, 'max_depth': 5}       | random_forest | 0  |    0    |                                            tobacco_use : family_history : type_a                                            |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.110810074577   |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                        tobacco_use : family_history : overall_obesity                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.640610545791   | {'n_neighbors': 40, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                        tobacco_use : family_history : overall_obesity                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.673219241443   |                              {'penalty': 'l1', 'solver': 'lbfgs'}                             |    logistic   | 0  |    0    |                                        tobacco_use : family_history : overall_obesity                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.688436632747   |                                               {}                                              |    gaussian   | 0  |    0    |                                        tobacco_use : family_history : overall_obesity                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.677474560592   |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                        tobacco_use : family_history : overall_obesity                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.588899167438   |                {'max_features': 'log2', 'max_leaf_nodes': 25, 'max_depth': 10}                | decision_tree | 0  |    0    |                                        tobacco_use : family_history : overall_obesity                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.629879740981   |      {'max_features': 'sqrt', 'max_leaf_nodes': 10, 'bootstrap': False, 'max_depth': 20}      | random_forest | 0  |    0    |                                        tobacco_use : family_history : overall_obesity                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.108496825238   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                          tobacco_use : family_history : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.668593894542   |  {'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                          tobacco_use : family_history : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.679648473636   |                              {'penalty': 'l1', 'solver': 'lbfgs'}                             |    logistic   | 0  |    0    |                                          tobacco_use : family_history : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.675393154487   |                                               {}                                              |    gaussian   | 0  |    0    |                                          tobacco_use : family_history : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.677428307123   |        {'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}        |      svc      | 0  |    0    |                                          tobacco_use : family_history : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.606105457909   |                {'max_features': 'sqrt', 'max_leaf_nodes': 20, 'max_depth': 30}                | decision_tree | 0  |    0    |                                          tobacco_use : family_history : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.660129509713   |       {'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 30}       | random_forest | 0  |    0    |                                          tobacco_use : family_history : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.160858720222   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                              tobacco_use : family_history : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.70138760407    |  {'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                              tobacco_use : family_history : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.725161887142   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                              tobacco_use : family_history : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.723034227567   |                                               {}                                              |    gaussian   | 0  |    0    |                                              tobacco_use : family_history : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.712072155412   |         {'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}         |      svc      | 0  |    0    |                                              tobacco_use : family_history : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.621184088807   |                 {'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 15}                | decision_tree | 0  |    0    |                                              tobacco_use : family_history : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.666790009251   |        {'max_features': None, 'max_leaf_nodes': 30, 'bootstrap': True, 'max_depth': 1}        | random_forest | 0  |    0    |                                              tobacco_use : family_history : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |  0.0644843539881   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                            tobacco_use : type_a : overall_obesity                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.614431082331   | {'n_neighbors': 40, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                            tobacco_use : type_a : overall_obesity                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.677382053654   |                              {'penalty': 'l1', 'solver': 'lbfgs'}                             |    logistic   | 0  |    0    |                                            tobacco_use : type_a : overall_obesity                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.68829787234    |                                               {}                                              |    gaussian   | 0  |    0    |                                            tobacco_use : type_a : overall_obesity                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.679694727105   |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                            tobacco_use : type_a : overall_obesity                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.610545790934   |                 {'max_features': 'log2', 'max_leaf_nodes': 10, 'max_depth': 5}                | decision_tree | 0  |    0    |                                            tobacco_use : type_a : overall_obesity                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.658001850139   |        {'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 5}       | random_forest | 0  |    0    |                                            tobacco_use : type_a : overall_obesity                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |  0.0575235991875   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                              tobacco_use : type_a : alcohol_use                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.623265494912   |  {'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                              tobacco_use : type_a : alcohol_use                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.675208140611   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                              tobacco_use : type_a : alcohol_use                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.670906567993   |                                               {}                                              |    gaussian   | 0  |    0    |                                              tobacco_use : type_a : alcohol_use                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.670906567993   |       {'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.0001, 'probability': True}       |      svc      | 0  |    0    |                                              tobacco_use : type_a : alcohol_use                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.59907493062    |                 {'max_features': 'log2', 'max_leaf_nodes': 5, 'max_depth': 30}                | decision_tree | 0  |    0    |                                              tobacco_use : type_a : alcohol_use                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.638205365402   |         {'max_features': None, 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 5}        | random_forest | 0  |    0    |                                              tobacco_use : type_a : alcohol_use                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.14437936719    |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                                  tobacco_use : type_a : age                                                 |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.696808510638   | {'n_neighbors': 30, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                                  tobacco_use : type_a : age                                                 |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.718501387604   |                            {'penalty': 'l2', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                                  tobacco_use : type_a : age                                                 |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.686123959297   |                                               {}                                              |    gaussian   | 0  |    0    |                                                  tobacco_use : type_a : age                                                 |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.709759481961   |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                                  tobacco_use : type_a : age                                                 |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.634320074006   |                 {'max_features': 'sqrt', 'max_leaf_nodes': 5, 'max_depth': 1}                 | decision_tree | 0  |    0    |                                                  tobacco_use : type_a : age                                                 |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.668917668825   |       {'max_features': 'auto', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 15}      | random_forest | 0  |    0    |                                                  tobacco_use : type_a : age                                                 |     0     |       0        |   0    |      0      |
|  0  |    0     |  0.0523628425866   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                         tobacco_use : overall_obesity : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.629648473636   | {'n_neighbors': 30, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                         tobacco_use : overall_obesity : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.690471785384   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                         tobacco_use : overall_obesity : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.677474560592   |                                               {}                                              |    gaussian   | 0  |    0    |                                         tobacco_use : overall_obesity : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.660083256244   |       {'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.0001, 'probability': True}       |      svc      | 0  |    0    |                                         tobacco_use : overall_obesity : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.575855689177   |                 {'max_features': None, 'max_leaf_nodes': 10, 'max_depth': 10}                 | decision_tree | 0  |    0    |                                         tobacco_use : overall_obesity : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.627844588344   |       {'max_features': None, 'max_leaf_nodes': 10, 'bootstrap': False, 'max_depth': 10}       | random_forest | 0  |    0    |                                         tobacco_use : overall_obesity : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.127488036801   |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                             tobacco_use : overall_obesity : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.62992599445    | {'n_neighbors': 40, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                             tobacco_use : overall_obesity : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.694634597595   |                              {'penalty': 'l1', 'solver': 'lbfgs'}                             |    logistic   | 0  |    0    |                                             tobacco_use : overall_obesity : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.675300647549   |                                               {}                                              |    gaussian   | 0  |    0    |                                             tobacco_use : overall_obesity : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.679555966698   |       {'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.0001, 'probability': True}       |      svc      | 0  |    0    |                                             tobacco_use : overall_obesity : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.623589269195   |                  {'max_features': None, 'max_leaf_nodes': 5, 'max_depth': 10}                 | decision_tree | 0  |    0    |                                             tobacco_use : overall_obesity : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.638714153562   |        {'max_features': None, 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 15}        | random_forest | 0  |    0    |                                             tobacco_use : overall_obesity : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.126067411394   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                               tobacco_use : alcohol_use : age                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.632053654024   | {'n_neighbors': 60, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                               tobacco_use : alcohol_use : age                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.707631822387   |                              {'penalty': 'l1', 'solver': 'lbfgs'}                             |    logistic   | 0  |    0    |                                               tobacco_use : alcohol_use : age                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.670952821462   |                                               {}                                              |    gaussian   | 0  |    0    |                                               tobacco_use : alcohol_use : age                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.681591119334   |        {'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}        |      svc      | 0  |    0    |                                               tobacco_use : alcohol_use : age                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.61914893617    |                 {'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 5}                 | decision_tree | 0  |    0    |                                               tobacco_use : alcohol_use : age                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.614662349676   |        {'max_features': None, 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 10}        | random_forest | 0  |    0    |                                               tobacco_use : alcohol_use : age                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.100482951385   |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                    ldl_cholesterol : abdominal_adiposity : family_history                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.655920444033   |  {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                    ldl_cholesterol : abdominal_adiposity : family_history                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.701433857539   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                    ldl_cholesterol : abdominal_adiposity : family_history                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.68408880666    |                                               {}                                              |    gaussian   | 0  |    0    |                                    ldl_cholesterol : abdominal_adiposity : family_history                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.69717853839    |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                    ldl_cholesterol : abdominal_adiposity : family_history                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.608279370953   |                 {'max_features': 'log2', 'max_leaf_nodes': 5, 'max_depth': 30}                | decision_tree | 0  |    0    |                                    ldl_cholesterol : abdominal_adiposity : family_history                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.640841813136   |       {'max_features': 'auto', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 1}       | random_forest | 0  |    0    |                                    ldl_cholesterol : abdominal_adiposity : family_history                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |  0.0646729296439   |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                        ldl_cholesterol : abdominal_adiposity : type_a                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.614708603145   |  {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                        ldl_cholesterol : abdominal_adiposity : type_a                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.688159111933   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                        ldl_cholesterol : abdominal_adiposity : type_a                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.660037002775   |                                               {}                                              |    gaussian   | 0  |    0    |                                        ldl_cholesterol : abdominal_adiposity : type_a                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.673126734505   |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                        ldl_cholesterol : abdominal_adiposity : type_a                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.52802960222    |                 {'max_features': None, 'max_leaf_nodes': 30, 'max_depth': 10}                 | decision_tree | 0  |    0    |                                        ldl_cholesterol : abdominal_adiposity : type_a                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.625624421832   |        {'max_features': None, 'max_leaf_nodes': 25, 'bootstrap': True, 'max_depth': 1}        | random_forest | 0  |    0    |                                        ldl_cholesterol : abdominal_adiposity : type_a                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |  0.0740775690088   |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                   ldl_cholesterol : abdominal_adiposity : overall_obesity                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.577890841813   |  {'n_neighbors': 60, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                   ldl_cholesterol : abdominal_adiposity : overall_obesity                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.675115633673   |                              {'penalty': 'l1', 'solver': 'lbfgs'}                             |    logistic   | 0  |    0    |                                   ldl_cholesterol : abdominal_adiposity : overall_obesity                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.655827937095   |                                               {}                                              |    gaussian   | 0  |    0    |                                   ldl_cholesterol : abdominal_adiposity : overall_obesity                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.664431082331   |        {'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}       |      svc      | 0  |    0    |                                   ldl_cholesterol : abdominal_adiposity : overall_obesity                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.547594819611   |                 {'max_features': 'sqrt', 'max_leaf_nodes': 25, 'max_depth': 5}                | decision_tree | 0  |    0    |                                   ldl_cholesterol : abdominal_adiposity : overall_obesity                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.616975023127   |        {'max_features': None, 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 25}        | random_forest | 0  |    0    |                                   ldl_cholesterol : abdominal_adiposity : overall_obesity                                   |     0     |       0        |   0    |      0      |
|  0  |    0     |  0.0542621276628   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                     ldl_cholesterol : abdominal_adiposity : alcohol_use                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.629972247919   |  {'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                     ldl_cholesterol : abdominal_adiposity : alcohol_use                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.673172987974   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                     ldl_cholesterol : abdominal_adiposity : alcohol_use                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.655874190564   |                                               {}                                              |    gaussian   | 0  |    0    |                                     ldl_cholesterol : abdominal_adiposity : alcohol_use                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.683950046253   |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                     ldl_cholesterol : abdominal_adiposity : alcohol_use                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.532331174838   |                 {'max_features': 'sqrt', 'max_leaf_nodes': 5, 'max_depth': 1}                 | decision_tree | 0  |    0    |                                     ldl_cholesterol : abdominal_adiposity : alcohol_use                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.627659574468   |        {'max_features': None, 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 20}       | random_forest | 0  |    0    |                                     ldl_cholesterol : abdominal_adiposity : alcohol_use                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.130254815258   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                         ldl_cholesterol : abdominal_adiposity : age                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.630018501388   |  {'n_neighbors': 60, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                         ldl_cholesterol : abdominal_adiposity : age                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.683903792784   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                         ldl_cholesterol : abdominal_adiposity : age                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.679463459759   |                                               {}                                              |    gaussian   | 0  |    0    |                                         ldl_cholesterol : abdominal_adiposity : age                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.655874190564   |         {'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}         |      svc      | 0  |    0    |                                         ldl_cholesterol : abdominal_adiposity : age                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.634042553191   |                 {'max_features': 'log2', 'max_leaf_nodes': 10, 'max_depth': 5}                | decision_tree | 0  |    0    |                                         ldl_cholesterol : abdominal_adiposity : age                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |    0.6644773358    |       {'max_features': 'sqrt', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 5}       | random_forest | 0  |    0    |                                         ldl_cholesterol : abdominal_adiposity : age                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.088883902448   |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                          ldl_cholesterol : family_history : type_a                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.647502312673   |  {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                          ldl_cholesterol : family_history : type_a                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.710037002775   |                              {'penalty': 'l1', 'solver': 'lbfgs'}                             |    logistic   | 0  |    0    |                                          ldl_cholesterol : family_history : type_a                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.703561517114   |                                               {}                                              |    gaussian   | 0  |    0    |                                          ldl_cholesterol : family_history : type_a                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.703654024052   |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                          ldl_cholesterol : family_history : type_a                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.623219241443   |                 {'max_features': 'auto', 'max_leaf_nodes': 30, 'max_depth': 1}                | decision_tree | 0  |    0    |                                          ldl_cholesterol : family_history : type_a                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.632146160962   |       {'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 15}       | random_forest | 0  |    0    |                                          ldl_cholesterol : family_history : type_a                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.083414662594   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                      ldl_cholesterol : family_history : overall_obesity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.636355226642   |  {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                      ldl_cholesterol : family_history : overall_obesity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.708094357077   |                              {'penalty': 'l1', 'solver': 'lbfgs'}                             |    logistic   | 0  |    0    |                                      ldl_cholesterol : family_history : overall_obesity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.70138760407    |                                               {}                                              |    gaussian   | 0  |    0    |                                      ldl_cholesterol : family_history : overall_obesity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.688621646623   |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                      ldl_cholesterol : family_history : overall_obesity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.56729879741    |                  {'max_features': None, 'max_leaf_nodes': 5, 'max_depth': 1}                  | decision_tree | 0  |    0    |                                      ldl_cholesterol : family_history : overall_obesity                                     |     0     |       0        |   0    |      0      |
