Feature,Estimator,Accuracy,Accuracy_best
age : resting_bp : cholesterol : exercise_induced_angina : st_depression : num_major_vessels : thal,logistic,0.8079310344827586,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : cholesterol : exercise_induced_angina : st_depression : thal,logistic,0.787816091954023,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : cholesterol : exercise_induced_angina : thal,logistic,0.7742528735632184,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : cholesterol : max_hr,logistic,0.7039080459770115,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : cholesterol : max_hr : exercise_induced_angina,svc,0.7205747126436781,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : num_major_vessels,logistic,0.7947126436781609,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : num_major_vessels : thal,gaussian,0.8183908045977013,{}
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression,gaussian,0.7642528735632184,{}
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,gaussian,0.7947126436781609,{}
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels : thal,logistic,0.8314942528735634,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,gaussian,0.791264367816092,{}
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : thal,logistic,0.7710344827586207,"{'penalty': 'l1', 'solver': 'lbfgs'}"
age : resting_bp : cholesterol : max_hr : num_major_vessels,svc,0.7516091954022988,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
age : resting_bp : cholesterol : max_hr : num_major_vessels : thal,logistic,0.8182758620689656,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : cholesterol : max_hr : st_depression,svc,0.7240229885057472,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
age : resting_bp : cholesterol : max_hr : st_depression : num_major_vessels,logistic,0.781264367816092,"{'penalty': 'l1', 'solver': 'lbfgs'}"
age : resting_bp : cholesterol : max_hr : st_depression : num_major_vessels : thal,logistic,0.8182758620689656,"{'penalty': 'l1', 'solver': 'lbfgs'}"
age : resting_bp : cholesterol : max_hr : st_depression : thal,svc,0.7877011494252875,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
age : resting_bp : cholesterol : max_hr : thal,logistic,0.7708045977011496,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : cholesterol : num_major_vessels,svc,0.7411494252873563,"{'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
age : resting_bp : cholesterol : num_major_vessels : thal,svc,0.7780459770114942,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
age : resting_bp : cholesterol : st_depression,svc,0.7101149425287356,"{'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.0001, 'probability': True}"
age : resting_bp : cholesterol : st_depression : num_major_vessels,logistic,0.764367816091954,"{'penalty': 'l1', 'solver': 'lbfgs'}"
age : resting_bp : cholesterol : st_depression : num_major_vessels : thal,logistic,0.8180459770114943,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : cholesterol : st_depression : thal,gaussian,0.7845977011494254,{}
age : resting_bp : cholesterol : thal,logistic,0.7641379310344828,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : exercise_induced_angina,svc,0.7104597701149424,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
age : resting_bp : exercise_induced_angina : num_major_vessels,svc,0.7780459770114942,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
age : resting_bp : exercise_induced_angina : num_major_vessels : thal,logistic,0.8079310344827588,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : exercise_induced_angina : st_depression,gaussian,0.7442528735632183,{}
age : resting_bp : exercise_induced_angina : st_depression : num_major_vessels,logistic,0.784712643678161,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : exercise_induced_angina : st_depression : num_major_vessels : thal,logistic,0.8043678160919541,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : exercise_induced_angina : st_depression : thal,logistic,0.7844827586206897,"{'penalty': 'l1', 'solver': 'lbfgs'}"
age : resting_bp : exercise_induced_angina : thal,svc,0.7780459770114942,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
age : resting_bp : max_hr,gaussian,0.6970114942528735,{}
age : resting_bp : max_hr : exercise_induced_angina,svc,0.7306896551724138,"{'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
age : resting_bp : max_hr : exercise_induced_angina : num_major_vessels,logistic,0.8014942528735632,"{'penalty': 'l1', 'solver': 'lbfgs'}"
age : resting_bp : max_hr : exercise_induced_angina : num_major_vessels : thal,logistic,0.8216091954022989,"{'penalty': 'l1', 'solver': 'lbfgs'}"
age : resting_bp : max_hr : exercise_induced_angina : st_depression,gaussian,0.7641379310344827,{}
age : resting_bp : max_hr : exercise_induced_angina : st_depression : num_major_vessels,gaussian,0.7947126436781609,{}
age : resting_bp : max_hr : exercise_induced_angina : st_depression : num_major_vessels : thal,logistic,0.8314942528735632,"{'penalty': 'l1', 'solver': 'lbfgs'}"
age : resting_bp : max_hr : exercise_induced_angina : st_depression : thal,gaussian,0.7844827586206897,{}
age : resting_bp : max_hr : exercise_induced_angina : thal,logistic,0.7744827586206897,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : max_hr : num_major_vessels,svc,0.7650574712643677,"{'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
age : resting_bp : max_hr : num_major_vessels : thal,logistic,0.8183908045977013,"{'penalty': 'l2', 'solver': 'liblinear'}"
age : resting_bp : max_hr : st_depression,logistic,0.7374712643678161,"{'penalty': 'l1', 'solver': 'lbfgs'}"
age : resting_bp : max_hr : st_depression : num_major_vessels,logistic,0.7811494252873563,"{'penalty': 'l1', 'solver': 'lbfgs'}"
age : resting_bp : max_hr : st_depression : num_major_vessels : thal,logistic,0.814712643678161,"{'penalty': 'l1', 'solver': 'lbfgs'}"
age : resting_bp : max_hr : st_depression : thal,svc,0.7811494252873563,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
age : resting_bp : max_hr : thal,logistic,0.7742528735632186,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : num_major_vessels,svc,0.7411494252873563,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
age : resting_bp : num_major_vessels : thal,logistic,0.777816091954023,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : st_depression,gaussian,0.6834482758620689,{}
age : resting_bp : st_depression : num_major_vessels,logistic,0.7677011494252873,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : st_depression : num_major_vessels : thal,logistic,0.811264367816092,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : st_depression : thal,logistic,0.7845977011494254,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : resting_bp : thal,svc,0.7609195402298851,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
age : sex,gaussian,0.6602298850574713,{}
age : slope,gaussian,0.6966666666666668,{}
age : st_depression,logistic,0.7002298850574713,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : st_depression : num_major_vessels,svc,0.7748275862068966,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
age : st_depression : num_major_vessels : thal,logistic,0.8044827586206897,"{'penalty': 'l1', 'solver': 'liblinear'}"
age : st_depression : thal,gaussian,0.7812643678160921,{}
age : thal,svc,0.7642528735632185,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
all,gaussian,0.8450574712643679,{}
blood_sugar,random_forest,0.5388505747126436,"{'max_features': 'log2', 'max_leaf_nodes': 25, 'bootstrap': True, 'max_depth': 10}"
blood_sugar : ecg,svc,0.5858620689655173,"{'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
blood_sugar : exercise_induced_angina,random_forest,0.7104597701149424,"{'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}"
blood_sugar : max_hr,logistic,0.6972413793103449,"{'penalty': 'l1', 'solver': 'liblinear'}"
blood_sugar : num_major_vessels,svc,0.7409195402298852,"{'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
blood_sugar : slope,logistic,0.6864367816091953,"{'penalty': 'l1', 'solver': 'liblinear'}"
blood_sugar : st_depression,random_forest,0.6872413793103449,"{'max_features': 'log2', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}"
blood_sugar : thal,svc,0.7642528735632185,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
chest_pain,random_forest,0.7541379310344827,"{'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}"
chest_pain : blood_sugar,logistic,0.7541379310344827,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : cholesterol,svc,0.7508045977011494,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : cholesterol : exercise_induced_angina,svc,0.750919540229885,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : cholesterol : exercise_induced_angina : num_major_vessels,svc,0.791264367816092,"{'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : cholesterol : exercise_induced_angina : num_major_vessels : thal,logistic,0.8416091954022988,"{'penalty': 'l1', 'solver': 'lbfgs'}"
chest_pain : cholesterol : exercise_induced_angina : st_depression,logistic,0.7640229885057472,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : cholesterol : exercise_induced_angina : st_depression : num_major_vessels,logistic,0.8044827586206896,"{'penalty': 'l1', 'solver': 'lbfgs'}"
chest_pain : cholesterol : exercise_induced_angina : st_depression : num_major_vessels : thal,gaussian,0.8380459770114943,{}
chest_pain : cholesterol : exercise_induced_angina : st_depression : thal,logistic,0.8082758620689656,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : cholesterol : exercise_induced_angina : thal,svc,0.80183908045977,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
chest_pain : cholesterol : max_hr,svc,0.7405747126436781,"{'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.0001, 'probability': True}"
chest_pain : cholesterol : max_hr : exercise_induced_angina,svc,0.7401149425287357,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
chest_pain : cholesterol : max_hr : exercise_induced_angina : num_major_vessels,svc,0.8079310344827586,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : cholesterol : max_hr : exercise_induced_angina : num_major_vessels : thal,logistic,0.8347126436781609,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression,logistic,0.7740229885057472,"{'penalty': 'l2', 'solver': 'liblinear'}"
chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,logistic,0.8179310344827586,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels : thal,logistic,0.8448275862068966,"{'penalty': 'l1', 'solver': 'lbfgs'}"
chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,logistic,0.8214942528735631,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : cholesterol : max_hr : exercise_induced_angina : thal,logistic,0.8354022988505747,"{'penalty': 'l1', 'solver': 'lbfgs'}"
chest_pain : cholesterol : max_hr : num_major_vessels,logistic,0.7808045977011494,"{'penalty': 'l1', 'solver': 'lbfgs'}"
chest_pain : cholesterol : max_hr : num_major_vessels : thal,logistic,0.8281609195402299,"{'penalty': 'l1', 'solver': 'lbfgs'}"
chest_pain : cholesterol : max_hr : st_depression,gaussian,0.7708045977011494,{}
chest_pain : cholesterol : max_hr : st_depression : num_major_vessels,svc,0.8145977011494253,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
chest_pain : cholesterol : max_hr : st_depression : num_major_vessels : thal,gaussian,0.84816091954023,{}
chest_pain : cholesterol : max_hr : st_depression : thal,svc,0.8113793103448277,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : cholesterol : max_hr : thal,logistic,0.8117241379310345,"{'penalty': 'l1', 'solver': 'lbfgs'}"
chest_pain : cholesterol : num_major_vessels,svc,0.7609195402298852,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : cholesterol : num_major_vessels : thal,svc,0.8145977011494253,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : cholesterol : st_depression,gaussian,0.7605747126436782,{}
chest_pain : cholesterol : st_depression : num_major_vessels,logistic,0.7844827586206897,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : cholesterol : st_depression : num_major_vessels : thal,gaussian,0.8280459770114943,{}
chest_pain : cholesterol : st_depression : thal,logistic,0.8045977011494253,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : cholesterol : thal,svc,0.774367816091954,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : ecg,svc,0.7441379310344828,"{'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
chest_pain : exercise_induced_angina,svc,0.7541379310344827,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
chest_pain : exercise_induced_angina : num_major_vessels,decision_tree,0.7981609195402299,"{'max_features': 'log2', 'max_leaf_nodes': 15, 'max_depth': 5}"
chest_pain : exercise_induced_angina : num_major_vessels : thal,logistic,0.8449425287356321,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : exercise_induced_angina : st_depression,knn,0.7710344827586206,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}"
chest_pain : exercise_induced_angina : st_depression : num_major_vessels,logistic,0.8078160919540229,"{'penalty': 'l1', 'solver': 'lbfgs'}"
chest_pain : exercise_induced_angina : st_depression : num_major_vessels : thal,gaussian,0.8347126436781609,{}
chest_pain : exercise_induced_angina : st_depression : thal,gaussian,0.8151724137931036,{}
chest_pain : exercise_induced_angina : thal,logistic,0.8050574712643679,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : max_hr,svc,0.7540229885057472,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : max_hr : exercise_induced_angina,logistic,0.7370114942528736,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : max_hr : exercise_induced_angina : num_major_vessels,knn,0.8149425287356322,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}"
chest_pain : max_hr : exercise_induced_angina : num_major_vessels : thal,logistic,0.831264367816092,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : max_hr : exercise_induced_angina : st_depression,logistic,0.7840229885057471,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : max_hr : exercise_induced_angina : st_depression : num_major_vessels,logistic,0.8111494252873562,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : max_hr : exercise_induced_angina : st_depression : num_major_vessels : thal,logistic,0.8414942528735633,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : max_hr : exercise_induced_angina : st_depression : thal,logistic,0.8281609195402299,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : max_hr : exercise_induced_angina : thal,logistic,0.8219540229885058,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : max_hr : num_major_vessels,svc,0.7878160919540231,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : max_hr : num_major_vessels : thal,logistic,0.8316091954022988,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : max_hr : st_depression,gaussian,0.7742528735632183,{}
chest_pain : max_hr : st_depression : num_major_vessels,knn,0.8080459770114944,"{'n_neighbors': 60, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}"
chest_pain : max_hr : st_depression : num_major_vessels : thal,gaussian,0.8448275862068966,{}
chest_pain : max_hr : st_depression : thal,logistic,0.814712643678161,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : max_hr : thal,logistic,0.8014942528735632,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : num_major_vessels,svc,0.7575862068965518,"{'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
chest_pain : num_major_vessels : thal,svc,0.8380459770114943,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : resting_bp,svc,0.7574712643678161,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : resting_bp : cholesterol,svc,0.7474712643678161,"{'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
chest_pain : resting_bp : cholesterol : exercise_induced_angina,gaussian,0.7406896551724138,{}
chest_pain : resting_bp : cholesterol : exercise_induced_angina : num_major_vessels,svc,0.7980459770114943,"{'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.0001, 'probability': True}"
chest_pain : resting_bp : cholesterol : exercise_induced_angina : num_major_vessels : thal,logistic,0.8350574712643679,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression,gaussian,0.7606896551724137,{}
chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression : num_major_vessels,logistic,0.8078160919540232,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression : num_major_vessels : thal,logistic,0.8345977011494254,"{'penalty': 'l1', 'solver': 'lbfgs'}"
chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression : thal,gaussian,0.8117241379310345,{}
chest_pain : resting_bp : cholesterol : exercise_induced_angina : thal,gaussian,0.7949425287356322,{}
chest_pain : resting_bp : cholesterol : max_hr,logistic,0.7305747126436782,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : cholesterol : max_hr : exercise_induced_angina,svc,0.7505747126436781,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : resting_bp : cholesterol : max_hr : exercise_induced_angina : num_major_vessels,svc,0.8180459770114943,"{'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.0001, 'probability': True}"
chest_pain : resting_bp : cholesterol : max_hr : exercise_induced_angina : num_major_vessels : thal,logistic,0.8382758620689655,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression,svc,0.7742528735632185,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
chest_pain : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,svc,0.8177011494252874,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels : thal,gaussian,0.8414942528735633,{}
chest_pain : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,logistic,0.8079310344827586,"{'penalty': 'l2', 'solver': 'liblinear'}"
chest_pain : resting_bp : cholesterol : max_hr : exercise_induced_angina : thal,logistic,0.8185057471264369,"{'penalty': 'l1', 'solver': 'lbfgs'}"
chest_pain : resting_bp : cholesterol : max_hr : num_major_vessels,logistic,0.7974712643678161,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : cholesterol : max_hr : num_major_vessels : thal,logistic,0.8216091954022989,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : cholesterol : max_hr : st_depression,gaussian,0.7673563218390804,{}
chest_pain : resting_bp : cholesterol : max_hr : st_depression : num_major_vessels,logistic,0.7945977011494254,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : cholesterol : max_hr : st_depression : num_major_vessels : thal,gaussian,0.8348275862068967,{}
chest_pain : resting_bp : cholesterol : max_hr : st_depression : thal,logistic,0.8113793103448277,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : cholesterol : max_hr : thal,gaussian,0.8048275862068965,{}
chest_pain : resting_bp : cholesterol : num_major_vessels,logistic,0.7708045977011495,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : cholesterol : num_major_vessels : thal,svc,0.8077011494252874,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : resting_bp : cholesterol : st_depression,gaussian,0.7571264367816093,{}
chest_pain : resting_bp : cholesterol : st_depression : num_major_vessels,logistic,0.784367816091954,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : cholesterol : st_depression : num_major_vessels : thal,logistic,0.8380459770114943,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : cholesterol : st_depression : thal,logistic,0.8045977011494253,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : cholesterol : thal,logistic,0.777816091954023,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : exercise_induced_angina,gaussian,0.750919540229885,{}
chest_pain : resting_bp : exercise_induced_angina : num_major_vessels,svc,0.7913793103448276,"{'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
chest_pain : resting_bp : exercise_induced_angina : num_major_vessels : thal,logistic,0.8350574712643679,"{'penalty': 'l1', 'solver': 'lbfgs'}"
chest_pain : resting_bp : exercise_induced_angina : st_depression,gaussian,0.7708045977011495,{}
chest_pain : resting_bp : exercise_induced_angina : st_depression : num_major_vessels,logistic,0.811264367816092,"{'penalty': 'l1', 'solver': 'lbfgs'}"
chest_pain : resting_bp : exercise_induced_angina : st_depression : num_major_vessels : thal,logistic,0.8345977011494254,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : exercise_induced_angina : st_depression : thal,gaussian,0.8151724137931036,{}
chest_pain : resting_bp : exercise_induced_angina : thal,svc,0.7950574712643679,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : resting_bp : max_hr,logistic,0.7374712643678161,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : max_hr : exercise_induced_angina,svc,0.7605747126436782,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : resting_bp : max_hr : exercise_induced_angina : num_major_vessels,svc,0.8044827586206896,"{'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
chest_pain : resting_bp : max_hr : exercise_induced_angina : num_major_vessels : thal,logistic,0.8349425287356322,"{'penalty': 'l1', 'solver': 'lbfgs'}"
chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression,svc,0.7774712643678161,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression : num_major_vessels,svc,0.8111494252873565,"{'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression : num_major_vessels : thal,logistic,0.8448275862068966,"{'penalty': 'l2', 'solver': 'liblinear'}"
chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression : thal,svc,0.8085057471264367,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
chest_pain : resting_bp : max_hr : exercise_induced_angina : thal,logistic,0.8050574712643679,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : max_hr : num_major_vessels,logistic,0.7941379310344827,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : max_hr : num_major_vessels : thal,gaussian,0.8282758620689655,{}
chest_pain : resting_bp : max_hr : st_depression,gaussian,0.770689655172414,{}
chest_pain : resting_bp : max_hr : st_depression : num_major_vessels,logistic,0.8079310344827586,"{'penalty': 'l1', 'solver': 'lbfgs'}"
chest_pain : resting_bp : max_hr : st_depression : num_major_vessels : thal,gaussian,0.8349425287356323,{}
chest_pain : resting_bp : max_hr : st_depression : thal,logistic,0.8145977011494253,"{'penalty': 'l1', 'solver': 'lbfgs'}"
chest_pain : resting_bp : max_hr : thal,gaussian,0.7944827586206897,{}
chest_pain : resting_bp : num_major_vessels,logistic,0.7741379310344828,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : num_major_vessels : thal,svc,0.8214942528735631,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
chest_pain : resting_bp : st_depression,gaussian,0.7605747126436782,{}
chest_pain : resting_bp : st_depression : num_major_vessels,logistic,0.7875862068965518,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : st_depression : num_major_vessels : thal,logistic,0.8380459770114943,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : resting_bp : st_depression : thal,logistic,0.801264367816092,"{'penalty': 'l1', 'solver': 'lbfgs'}"
chest_pain : resting_bp : thal,logistic,0.7844827586206897,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : slope,knn,0.7740229885057471,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 40, 'algorithm': 'ball_tree', 'p': 1}"
chest_pain : st_depression,knn,0.7741379310344828,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 20, 'algorithm': 'ball_tree', 'p': 2}"
chest_pain : st_depression : num_major_vessels,logistic,0.7944827586206898,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : st_depression : num_major_vessels : thal,gaussian,0.8280459770114943,{}
chest_pain : st_depression : thal,logistic,0.8011494252873564,"{'penalty': 'l1', 'solver': 'liblinear'}"
chest_pain : thal,gaussian,0.7742528735632185,{}
cholesterol,knn,0.5819540229885057,"{'n_neighbors': 60, 'weights': 'uniform', 'leaf_size': 20, 'algorithm': 'kd_tree', 'p': 1}"
cholesterol : blood_sugar,knn,0.5624137931034483,"{'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 20, 'algorithm': 'ball_tree', 'p': 2}"
cholesterol : ecg,svc,0.6159770114942529,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
cholesterol : exercise_induced_angina,svc,0.7104597701149424,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
